Payment_ID,CONNECT_DATE,SUBSCRIBER_ID#,RENT_REVENUE,OUT_BUNDLE_REVENUE,CREATION_FEES_REVENUE,DEVICES_REVENUE,IN_BUNDLE_REVENUE,ADDON_REVENUE,TAX_AMOUNT
310976,2025-02-20,2205517761,5.0,0,0,0.0,0.0,5,0
10093,2023-12-21,51889298,5.0,0,0,0.0,0.0,5,0
360610,2023-10-04,2208082002,120.0,0,0,0.0,120.0,0,0
71330,2025-02-21,61402530,360.0,0,0,0.0,360.0,0,0
93598,2025-05-19,64760248,210.0,0,0,0.0,210.0,0,0
133505,2024-08-12,71545921,160.0,0,0,0.0,160.0,0,0
352025,2024-05-30,2207614548,280.0,0,0,0.0,280.0,0,0
329288,2023-05-20,2206400205,120.0,0,0,0.0,120.0,0,0
115397,2024-01-26,68520358,280.0,0,0,0.0,280.0,0,0
76897,2024-12-27,62396205,5.0,0,0,0.0,0.0,5,0
177572,2024-02-27,78897546,280.0,0,0,0.0,280.0,0,0
24918,2023-10-28,54249765,120.0,0,0,0.0,120.0,0,0
227675,2025-02-19,99770259,210.0,0,0,0.0,210.0,0,0
300515,2024-02-29,2204896368,5.0,0,0,0.0,0.0,5,0
232773,2025-03-11,125114123,210.0,0,0,0.0,210.0,0,0
180121,2024-01-02,79435912,50.0,0,0,0.0,0.0,50,0
165969,2025-04-17,76366767,260.0,0,0,0.0,210.0,50,0
154366,2024-05-13,74688527,10.0,0,0,0.0,0.0,10,0
147861,2023-03-06,73638692,25.0,0,0,0.0,0.0,25,0
15864,2025-02-02,52779976,210.0,0,0,0.0,210.0,0,0
243907,2024-05-26,2200623456,5.0,0,0,0.0,0.0,5,0
311649,2023-09-06,2205551072,210.0,0,0,0.0,210.0,0,0
109830,2024-05-02,67559625,10.0,0,0,0.0,0.0,10,0
124655,2023-06-16,70307097,130.0,0,0,0.0,120.0,10,0
274291,2023-04-19,2203288911,130.0,0,0,0.0,120.0,10,0
294479,2023-01-10,2204573693,120.0,0,0,0.0,120.0,0,0
218152,2024-01-13,93389592,225.0,0,0,0.0,225.0,0,0
150410,2025-04-05,74063584,360.0,0,0,0.0,360.0,0,0
128142,2023-08-11,70799686,210.0,0,0,0.0,210.0,0,0
267317,2024-05-11,2202720163,325.0,0,0,0.0,0.0,325,0
68047,2025-01-28,60945796,210.0,0,0,0.0,210.0,0,0
335528,2024-09-10,2206737676,160.0,0,0,0.0,160.0,0,0
344113,2023-10-08,2207182577,120.0,0,0,0.0,120.0,0,0
20024,2023-03-20,53454706,5.0,0,0,0.0,0.0,5,0
341095,2024-07-04,2207041551,50.0,0,0,0.0,0.0,50,0
44841,2024-11-25,57322404,165.0,0,0,0.0,160.0,5,0
42965,2024-09-11,57016027,160.0,0,0,0.0,160.0,0,0
268459,2024-01-15,2202798246,160.0,0,0,0.0,160.0,0,0
350353,2023-11-29,2207554289,60.0,0,0,0.0,0.0,60,0
359407,2023-03-30,2207998043,120.0,0,0,0.0,120.0,0,0
249678,2023-07-13,2201186587,120.0,0,0,0.0,120.0,0,0
76632,2023-05-26,62380180,120.0,0,0,0.0,120.0,0,0
179387,2023-08-31,79247158,120.0,0,0,0.0,120.0,0,0
48328,2025-01-01,57863342,210.0,0,0,0.0,210.0,0,0
243642,2025-03-25,2200592459,210.0,0,0,0.0,210.0,0,0
94944,2024-10-28,65028561,5.0,0,0,0.0,0.0,5,0
1447,2024-03-19,50094681,5.0,0,0,0.0,0.0,5,0
209037,2024-08-04,88453546,225.0,0,0,0.0,225.0,0,0
40620,2024-10-29,56700264,160.0,0,0,0.0,160.0,0,0
193274,2023-11-10,82383804,120.0,0,0,0.0,120.0,0,0
167988,2024-12-08,76671198,210.0,0,0,0.0,210.0,0,0
162890,2025-03-09,75809136,10.0,0,0,0.0,0.0,10,0
168926,2024-11-26,76913998,160.0,0,0,0.0,160.0,0,0
348946,2023-08-16,2207456767,5.0,0,0,0.0,0.0,5,0
98635,2025-03-11,65571382,215.0,0,0,0.0,210.0,5,0
205346,2024-08-23,86954736,275.0,0,0,0.0,225.0,50,0
219498,2025-02-07,93974424,50.0,0,0,0.0,0.0,50,0
306490,2023-05-05,2205218589,125.0,0,0,0.0,120.0,5,0
14661,2023-02-18,52621192,5.0,0,0,0.0,0.0,5,0
131568,2025-02-22,71214183,210.0,0,0,0.0,210.0,0,0
11174,2024-08-05,52042667,160.0,0,0,0.0,160.0,0,0
228083,2024-08-30,120183142,460.0,0,0,0.0,280.0,180,0
7218,2024-01-21,51271171,280.0,0,0,0.0,280.0,0,0
329227,2024-08-19,2206397878,280.0,0,0,0.0,280.0,0,0
224596,2024-11-27,97604129,650.0,0,0,0.0,650.0,0,0
279328,2024-09-06,2203612546,160.0,0,0,0.0,160.0,0,0
173963,2024-06-22,77982220,305.0,0,0,0.0,280.0,25,0
81404,2023-09-14,63026957,210.0,0,0,0.0,210.0,0,0
157731,2024-09-20,75107958,160.0,0,0,0.0,160.0,0,0
211321,2024-06-26,89541413,160.0,0,0,0.0,160.0,0,0
87909,2024-03-23,63872323,160.0,0,0,0.0,160.0,0,0
124798,2023-09-11,70343953,120.0,0,0,0.0,120.0,0,0
45922,2023-12-17,57501405,120.0,0,0,0.0,120.0,0,0
71677,2024-12-30,61450133,5.0,0,0,0.0,0.0,5,0
136401,2024-07-14,71957356,10.0,0,0,0.0,0.0,10,0
310854,2024-09-21,2205512559,160.0,0,0,0.0,160.0,0,0
16007,2023-03-22,52793472,120.0,0,0,0.0,120.0,0,0
209710,2023-09-30,88829425,210.0,0,0,0.0,210.0,0,0
6953,2024-08-09,51221298,280.0,0,0,0.0,280.0,0,0
115071,2024-02-15,68444380,10.0,0,0,0.0,0.0,10,0
130834,2024-01-26,71140067,160.0,0,0,0.0,160.0,0,0
294153,2023-04-26,2204546206,10.0,0,0,0.0,0.0,10,0
183955,2024-07-04,80172067,280.0,0,0,0.0,280.0,0,0
291135,2023-10-01,2204367193,175.0,0,0,0.0,170.0,5,0
212728,2024-06-03,90178861,225.0,0,0,0.0,225.0,0,0
231509,2024-12-21,123470627,360.0,0,0,0.0,360.0,0,0
298782,2024-08-10,2204814707,5.0,0,0,0.0,0.0,5,0
116213,2025-05-10,68681625,360.0,0,0,0.0,360.0,0,0
135932,2025-03-22,71908076,220.0,0,0,0.0,210.0,10,0
174901,2024-04-09,78214139,160.0,0,0,0.0,160.0,0,0
144721,2023-08-07,73224703,10.0,0,0,0.0,0.0,10,0
212259,2023-11-07,89936262,260.0,0,0,0.0,210.0,50,0
319643,2024-03-04,2205940566,160.0,0,0,0.0,160.0,0,0
77917,2023-07-09,62531190,120.0,0,0,0.0,120.0,0,0
44046,2025-04-27,57205203,210.0,0,0,0.0,210.0,0,0
235200,2025-04-19,128466557,50.0,0,0,0.0,0.0,50,0
21309,2024-11-03,53621366,225.0,0,0,0.0,225.0,0,0
179061,2023-05-30,79171726,120.0,0,0,0.0,120.0,0,0
185097,2024-08-02,80424334,280.0,0,0,0.0,280.0,0,0
256999,2023-08-08,2201873196,5.0,0,0,0.0,0.0,5,0
302473,2024-09-14,2205037840,160.0,0,0,0.0,160.0,0,0
231713,2024-08-18,123769413,0.0,0,225,50.0,0.0,0,0
335080,2025-04-03,2206706524,360.0,0,0,0.0,360.0,0,0
205632,2023-12-18,87075673,210.0,0,0,0.0,210.0,0,0
270356,2023-01-07,2202982875,170.0,0,0,0.0,170.0,0,0
73635,2023-05-18,61814099,60.0,0,0,0.0,0.0,60,0
183364,2024-03-14,80072982,160.0,0,0,0.0,160.0,0,0
338098,2024-08-01,2206871664,160.0,0,0,0.0,160.0,0,0
276392,2024-06-24,2203423282,160.0,0,0,0.0,160.0,0,0
96372,2023-12-29,65258630,120.0,0,0,0.0,120.0,0,0
268276,2025-03-26,2202783338,10.0,0,0,0.0,0.0,10,0
245539,2023-11-06,2200767455,120.0,0,0,0.0,120.0,0,0
279410,2024-05-29,2203620957,280.0,0,0,0.0,280.0,0,0
20514,2024-04-11,53540883,5.0,0,0,0.0,0.0,5,0
138828,2025-04-01,72300188,210.0,0,0,0.0,210.0,0,0
57403,2023-02-16,59272348,125.0,0,0,0.0,120.0,5,0
164114,2023-09-04,75949577,130.0,0,0,0.0,120.0,10,0
215155,2024-11-05,91469391,275.0,0,0,0.0,225.0,50,0
355737,2023-10-03,2207809651,120.0,0,0,0.0,120.0,0,0
48818,2024-06-30,57941924,5.0,0,0,0.0,0.0,5,0
96841,2023-05-23,65349747,120.0,0,0,0.0,120.0,0,0
324415,2025-03-30,2206172339,210.0,0,0,0.0,210.0,0,0
9380,2025-04-23,51711687,210.0,0,0,0.0,210.0,0,0
305165,2024-02-17,2205163064,50.0,0,0,0.0,0.0,50,0
175248,2024-08-21,78295107,160.0,0,0,0.0,160.0,0,0
124676,2024-02-21,70307097,10.0,0,0,0.0,0.0,10,0
318848,2023-05-19,2205881383,5.0,0,0,0.0,0.0,5,0
10318,2023-02-23,51930000,125.0,0,0,0.0,120.0,5,0
14947,2023-01-07,52676024,120.0,0,0,0.0,120.0,0,0
301678,2023-04-28,2204980231,120.0,0,0,0.0,120.0,0,0
313750,2024-11-29,2205626184,160.0,0,0,0.0,160.0,0,0
141377,2025-02-05,72717018,10.0,0,0,0.0,0.0,10,0
62970,2024-11-15,60116989,160.0,0,0,0.0,160.0,0,0
299129,2024-06-30,2204827881,160.0,0,0,0.0,160.0,0,0
155060,2024-04-17,74797026,170.0,0,0,0.0,160.0,10,0
82220,2023-06-04,63083684,5.0,0,0,0.0,0.0,5,0
269887,2023-05-03,2202937877,5.0,0,0,0.0,0.0,5,0
303758,2023-12-10,2205100606,170.0,0,0,0.0,170.0,0,0
323477,2023-06-30,2206124747,120.0,0,0,0.0,120.0,0,0
289606,2024-10-31,2204270350,225.0,0,0,0.0,225.0,0,0
28161,2025-05-12,54828705,5.0,0,0,0.0,0.0,5,0
219315,2024-06-15,93895500,160.0,0,0,0.0,160.0,0,0
298191,2025-01-09,2204777720,210.0,0,0,0.0,210.0,0,0
110055,2024-11-05,67648646,280.0,0,0,0.0,280.0,0,0
107037,2023-11-10,67135603,120.0,0,0,0.0,120.0,0,0
227900,2024-12-31,99939692,260.0,0,0,0.0,210.0,50,0
216297,2025-03-19,92158369,290.0,0,0,0.0,290.0,0,0
261302,2024-08-10,2202216768,5.0,0,0,0.0,0.0,5,0
295173,2024-05-11,2204610075,160.0,0,0,0.0,160.0,0,0
221864,2024-03-31,95742413,160.0,0,0,0.0,160.0,0,0
67130,2024-02-09,60831489,160.0,0,0,0.0,160.0,0,0
128102,2024-07-20,70798001,160.0,0,0,0.0,160.0,0,0
316707,2025-03-25,2205759641,260.0,0,0,0.0,210.0,50,0
18373,2024-05-04,53177573,5.0,0,0,0.0,0.0,5,0
67599,2024-12-01,60904180,160.0,0,0,0.0,160.0,0,0
206978,2023-11-02,87644464,25.0,0,0,0.0,0.0,25,0
66396,2023-11-22,60709626,125.0,0,0,0.0,120.0,5,0
116968,2023-07-28,68854730,170.0,0,0,0.0,170.0,0,0
311140,2023-09-15,2205525790,210.0,0,0,0.0,210.0,0,0
150839,2024-03-22,74107990,170.0,0,0,0.0,160.0,10,0
21391,2023-11-29,53653716,120.0,0,0,0.0,120.0,0,0
345011,2023-08-11,2207231030,120.0,0,0,0.0,120.0,0,0
35543,2023-09-12,56022133,125.0,0,0,0.0,120.0,5,0
1672,2024-06-14,50141214,280.0,0,0,0.0,280.0,0,0
4690,2023-03-17,50810898,120.0,0,0,0.0,120.0,0,0
32525,2023-10-13,55598799,120.0,0,0,0.0,120.0,0,0
91682,2023-12-25,64408388,175.0,0,0,0.0,170.0,5,0
271702,2024-12-30,2203092621,210.0,0,0,0.0,210.0,0,0
285854,2024-09-11,2203995765,160.0,0,0,0.0,160.0,0,0
26958,2024-07-17,54643586,160.0,0,0,0.0,160.0,0,0
97249,2025-01-02,65377732,5.0,0,0,0.0,0.0,5,0
77530,2023-04-27,62475037,10.0,0,0,0.0,0.0,10,0
12806,2024-12-28,52316232,290.0,0,0,0.0,290.0,0,0
46677,2024-08-18,57609817,225.0,0,0,0.0,225.0,0,0
330859,2023-09-01,2206492507,100.0,0,0,0.0,0.0,100,0
238973,2025-03-05,1206599983,210.0,0,0,0.0,210.0,0,0
193968,2024-03-03,82505994,20.0,0,0,0.0,0.0,20,0
89806,2023-06-15,64132686,150.0,0,0,0.0,120.0,30,0
233406,2024-12-10,125884074,410.0,0,0,0.0,360.0,50,0
303697,2023-02-11,2205100038,60.0,0,0,0.0,0.0,60,0
298130,2023-02-07,2204777720,5.0,0,0,0.0,0.0,5,0
272844,2024-10-27,2203197618,160.0,0,0,0.0,160.0,0,0
317849,2024-01-05,2205835091,125.0,0,0,0.0,120.0,5,0
208120,2024-11-07,88110905,275.0,0,0,0.0,225.0,50,0
53386,2024-04-24,58726572,650.0,0,0,0.0,650.0,0,0
92824,2025-02-03,64589377,5.0,0,0,0.0,0.0,5,0
73105,2023-10-31,61708181,5.0,0,0,0.0,0.0,5,0
182834,2024-12-18,79984207,360.0,0,0,0.0,360.0,0,0
202553,2023-06-10,85654522,0.0,0,210,0.0,0.0,0,0
77734,2024-03-20,62482192,160.0,0,0,0.0,160.0,0,0
226901,2024-12-23,99275930,30.0,0,0,0.0,0.0,30,0
221334,2024-06-21,95412178,160.0,0,0,0.0,160.0,0,0
111605,2023-01-15,67887717,130.0,0,0,0.0,120.0,10,0
156610,2024-02-27,75018130,10.0,0,0,0.0,0.0,10,0
97453,2024-09-09,65397548,160.0,0,0,0.0,160.0,0,0
7443,2024-12-21,51318845,360.0,0,0,0.0,360.0,0,0
246620,2023-10-31,2200846668,120.0,0,0,0.0,120.0,0,0
201615,2024-12-07,85197818,290.0,0,0,0.0,290.0,0,0
231999,2024-10-15,124135273,210.0,0,0,0.0,160.0,50,0
57546,2023-07-21,59308916,210.0,0,0,0.0,210.0,0,0
32260,2024-05-07,55573411,225.0,0,0,0.0,225.0,0,0
251718,2023-07-07,2201390742,5.0,0,0,0.0,0.0,5,0
51979,2024-07-14,58471562,160.0,0,0,0.0,160.0,0,0
96984,2023-01-28,65357757,225.0,0,0,0.0,210.0,15,0
85381,2024-12-17,63555861,210.0,0,0,0.0,210.0,0,0
60095,2024-08-09,59731426,5.0,0,0,0.0,0.0,5,0
116703,2023-12-20,68771921,120.0,0,0,0.0,120.0,0,0
105100,2025-02-07,66846604,220.0,0,0,0.0,210.0,10,0
234548,2025-01-30,127310542,360.0,0,0,0.0,360.0,0,0
6974,2024-03-06,51228702,160.0,0,0,0.0,160.0,0,0
237097,2025-05-11,132713060,210.0,0,0,0.0,210.0,0,0
279553,2023-10-02,2203638017,120.0,0,0,0.0,120.0,0,0
211811,2024-09-20,89737257,5.0,0,0,0.0,0.0,5,0
28773,2025-01-06,54888084,210.0,0,0,0.0,210.0,0,0
352393,2023-08-24,2207624357,120.0,0,0,0.0,120.0,0,0
73778,2024-06-10,61830284,5.0,0,0,0.0,0.0,5,0
177940,2024-02-10,78948057,160.0,0,0,0.0,160.0,0,0
248231,2024-11-25,2201075099,225.0,0,0,0.0,225.0,0,0
253798,2023-08-23,2201614293,10.0,0,0,0.0,0.0,10,0
174922,2024-12-23,78214139,5.0,0,0,0.0,0.0,5,0
324089,2024-09-20,2206160854,160.0,0,0,0.0,160.0,0,0
290218,2024-06-13,2204318630,5.0,0,0,0.0,0.0,5,0
115765,2025-02-04,68615472,210.0,0,0,0.0,210.0,0,0
70760,2023-11-15,61281210,5.0,0,0,0.0,0.0,5,0
101613,2024-07-17,66232099,5.0,0,0,0.0,0.0,5,0
11603,2023-09-18,52113370,5.0,0,0,0.0,0.0,5,0
146618,2024-02-14,73393838,160.0,0,0,0.0,160.0,0,0
152185,2024-06-02,74316659,10.0,0,0,0.0,0.0,10,0
194641,2024-06-03,82679556,225.0,0,0,0.0,225.0,0,0
36889,2024-04-24,56141677,160.0,0,0,0.0,160.0,0,0
301352,2023-11-24,2204950062,120.0,0,0,0.0,120.0,0,0
67742,2023-07-21,60919516,120.0,0,0,0.0,120.0,0,0
98595,2023-04-12,65571382,120.0,0,0,0.0,120.0,0,0
267481,2024-05-23,2202731329,280.0,0,0,0.0,280.0,0,0
357491,2023-04-21,2207897331,5.0,0,0,0.0,0.0,5,0
208324,2024-11-08,88140866,40.0,0,0,0.0,0.0,40,0
188605,2024-01-28,81286835,160.0,0,0,0.0,160.0,0,0
183038,2024-08-05,80038432,225.0,0,0,0.0,225.0,0,0
14152,2023-06-20,52505701,210.0,0,0,0.0,210.0,0,0
273048,2025-03-17,2203220543,20.0,0,0,0.0,0.0,20,0
19719,2023-12-10,53404934,10.0,0,0,0.0,0.0,10,0
39438,2023-05-29,56558085,30.0,0,0,0.0,0.0,30,0
298334,2023-01-20,2204791630,120.0,0,0,0.0,120.0,0,0
149167,2024-01-14,73898499,10.0,0,0,0.0,0.0,10,0
323620,2024-06-29,2206136832,160.0,0,0,0.0,160.0,0,0
318888,2024-08-13,2205881383,5.0,0,0,0.0,0.0,5,0
183404,2024-09-18,80080086,80.0,0,0,0.0,0.0,80,0
56974,2025-03-04,59195932,210.0,0,0,0.0,210.0,0,0
149533,2024-07-02,73959291,160.0,0,0,0.0,160.0,0,0
124716,2023-09-03,70327507,60.0,0,0,0.0,0.0,60,0
362955,2023-12-02,2208201731,120.0,0,0,0.0,120.0,0,0
278512,2025-04-14,2203544220,10.0,0,0,0.0,0.0,10,0
124247,2024-06-21,70173777,160.0,0,0,0.0,160.0,0,0
298700,2023-08-07,2204808626,120.0,0,0,0.0,120.0,0,0
86685,2023-01-15,63743701,5.0,0,0,0.0,0.0,5,0
197556,2024-08-31,83511875,160.0,0,0,0.0,160.0,0,0
110095,2024-01-14,67659574,160.0,0,0,0.0,160.0,0,0
205672,2024-07-22,87082456,5.0,0,0,0.0,0.0,5,0
11031,2024-08-25,52026323,160.0,0,0,0.0,160.0,0,0
214257,2024-09-29,91041693,160.0,0,0,0.0,160.0,0,0
291053,2024-11-12,2204362598,40.0,0,0,0.0,0.0,40,0
281061,2024-08-16,2203706608,160.0,0,0,0.0,160.0,0,0
174146,2023-01-15,78041143,120.0,0,0,0.0,120.0,0,0
103386,2023-02-28,66586344,5.0,0,0,0.0,0.0,5,0
211239,2025-05-11,89506493,360.0,0,0,0.0,360.0,0,0
28201,2024-10-26,54838050,160.0,0,0,0.0,160.0,0,0
138399,2023-08-10,72233696,10.0,0,0,0.0,0.0,10,0
149064,2023-01-15,73892161,220.0,0,0,0.0,210.0,10,0
362486,2024-06-24,2208175404,160.0,0,0,0.0,160.0,0,0
56036,2023-02-02,59043550,5.0,0,0,0.0,0.0,5,0
125858,2023-09-30,70466983,120.0,0,0,0.0,120.0,0,0
260873,2024-06-27,2202191057,160.0,0,0,0.0,160.0,0,0
201981,2023-11-25,85345844,120.0,0,0,0.0,120.0,0,0
170863,2024-01-06,77404385,160.0,0,0,0.0,160.0,0,0
24714,2024-10-20,54189329,440.0,0,0,0.0,440.0,0,0
163216,2024-11-09,75849484,280.0,0,0,0.0,280.0,0,0
167845,2023-05-26,76663351,120.0,0,0,0.0,120.0,0,0
246721,2023-03-04,2200848208,170.0,0,0,0.0,170.0,0,0
202654,2023-07-13,85695075,260.0,0,0,0.0,210.0,50,0
131894,2024-11-12,71304916,170.0,0,0,0.0,160.0,10,0
46309,2023-12-08,57542057,125.0,0,0,0.0,120.0,5,0
175757,2024-10-07,78486991,280.0,0,0,0.0,280.0,0,0
227002,2025-02-01,99341418,210.0,0,0,0.0,210.0,0,0
206814,2024-08-02,87555613,50.0,0,0,0.0,0.0,50,0
266909,2023-05-06,2202658095,120.0,0,0,0.0,120.0,0,0
295213,2025-03-09,2204610075,210.0,0,0,0.0,210.0,0,0
181528,2023-01-27,79717371,220.0,0,0,0.0,220.0,0,0
333244,2023-06-16,2206577831,120.0,0,0,0.0,120.0,0,0
321906,2024-04-15,2206063539,160.0,0,0,0.0,160.0,0,0
322579,2025-01-08,2206093678,230.0,0,0,0.0,210.0,20,0
296355,2025-03-15,2204687110,50.0,0,0,0.0,0.0,50,0
89438,2024-10-04,64066366,5.0,0,0,0.0,0.0,5,0
307489,2025-04-10,2205298320,210.0,0,0,0.0,210.0,0,0
4526,2023-05-21,50782234,120.0,0,0,0.0,120.0,0,0
200309,2023-11-10,84539383,50.0,0,0,0.0,0.0,50,0
259935,2024-07-18,2202114424,5.0,0,0,0.0,0.0,5,0
349007,2023-06-22,2207457871,130.0,0,0,0.0,120.0,10,0
327677,2024-04-08,2206323706,160.0,0,0,0.0,160.0,0,0
342298,2025-02-27,2207099830,210.0,0,0,0.0,210.0,0,0
351556,2024-05-25,2207600394,5.0,0,0,0.0,0.0,5,0
123982,2023-12-16,70139047,10.0,0,0,0.0,0.0,10,0
205876,2023-10-11,87204087,530.0,0,0,0.0,500.0,30,0
343909,2024-10-13,2207176826,160.0,0,0,0.0,160.0,0,0
154835,2024-12-27,74765039,10.0,0,0,0.0,0.0,10,0
220028,2024-05-01,94428675,170.0,0,0,0.0,0.0,170,0
217948,2025-04-06,93254151,210.0,0,0,0.0,210.0,0,0
91722,2024-01-30,64417069,160.0,0,0,0.0,160.0,0,0
351087,2024-03-14,2207582632,160.0,0,0,0.0,160.0,0,0
306082,2023-01-31,2205186547,210.0,0,0,0.0,210.0,0,0
13784,2023-03-22,52465398,5.0,0,0,0.0,0.0,5,0
119353,2024-06-22,69324891,10.0,0,0,0.0,0.0,10,0
68516,2025-04-16,60967226,420.0,0,0,0.0,0.0,420,0
150879,2024-05-28,74108273,280.0,0,0,0.0,280.0,0,0
75490,2024-01-13,62087427,5.0,0,0,0.0,0.0,5,0
320234,2023-02-08,2205970302,120.0,0,0,0.0,120.0,0,0
255510,2023-03-06,2201758775,120.0,0,0,0.0,120.0,0,0
356185,2024-03-20,2207834310,225.0,0,0,0.0,225.0,0,0
301188,2023-07-08,2204944398,215.0,0,0,0.0,210.0,5,0
45779,2024-12-21,57458976,5.0,0,0,0.0,0.0,5,0
155508,2024-04-05,74845626,160.0,0,0,0.0,160.0,0,0
355716,2024-06-09,2207807086,225.0,0,0,0.0,225.0,0,0
149941,2023-05-10,74002940,10.0,0,0,0.0,0.0,10,0
85217,2024-01-14,63521958,160.0,0,0,0.0,160.0,0,0
71065,2024-11-15,61328508,160.0,0,0,0.0,160.0,0,0
238340,2023-08-07,1202896061,120.0,0,0,0.0,120.0,0,0
49001,2024-01-20,57974773,165.0,0,0,0.0,160.0,5,0
218356,2025-03-15,93499485,260.0,0,0,0.0,210.0,50,0
334590,2024-04-25,2206664609,160.0,0,0,0.0,160.0,0,0
52957,2024-04-20,58668890,160.0,0,0,0.0,160.0,0,0
26060,2023-05-18,54516278,125.0,0,0,0.0,120.0,5,0
250147,2024-10-25,2201229365,225.0,0,0,0.0,225.0,0,0
23042,2023-05-29,53920121,5.0,0,0,0.0,0.0,5,0
157119,2023-06-18,75065709,30.0,0,0,0.0,0.0,30,0
109096,2024-09-01,67437610,160.0,0,0,0.0,160.0,0,0
261077,2023-12-06,2202202969,120.0,0,0,0.0,120.0,0,0
254307,2025-01-04,2201659166,260.0,0,0,0.0,210.0,50,0
99777,2024-05-23,65843230,165.0,0,0,0.0,160.0,5,0
238279,2025-05-07,1202435292,210.0,0,0,50.0,210.0,0,0
97697,2025-03-23,65427536,290.0,0,0,0.0,290.0,0,0
39478,2024-11-02,56558085,160.0,0,0,0.0,160.0,0,0
191663,2023-02-20,81977514,0.0,0,170,20.0,0.0,0,0
363098,2024-03-15,2208208925,280.0,0,0,0.0,280.0,0,0
247802,2023-07-21,2200995604,120.0,0,0,0.0,120.0,0,0
202797,2024-08-23,85746033,160.0,0,0,0.0,160.0,0,0
248740,2024-05-23,2201098422,280.0,0,0,0.0,280.0,0,0
357531,2024-09-08,2207897331,160.0,0,0,0.0,160.0,0,0
164297,2023-07-22,75980999,210.0,0,0,0.0,210.0,0,0
265441,2023-11-12,2202547821,120.0,0,0,0.0,120.0,0,0
180529,2024-03-17,79502528,25.0,0,0,0.0,0.0,25,0
34380,2023-02-15,55859457,5.0,0,0,0.0,0.0,5,0
230632,2024-10-24,122688033,160.0,0,0,0.0,160.0,0,0
37398,2024-04-21,56244969,5.0,0,0,0.0,0.0,5,0
323191,2023-03-03,2206115570,120.0,0,0,0.0,120.0,0,0
279797,2024-02-03,2203647765,160.0,0,0,0.0,160.0,0,0
193682,2023-06-19,82455966,140.0,0,0,0.0,120.0,20,0
250290,2023-10-31,2201241714,5.0,0,0,0.0,0.0,5,0
2997,2024-08-23,50398152,10.0,0,0,0.0,0.0,10,0
