Consumption_ID,CUSTOMER_ID#,ACCOUNT_ID#,SUBSCRIBER_ID#,CONSUMPTION_DATE,PRICE_PLAN_ID#,RATING_GROUP_ID#,Consumption_Type,DAILY_CONSUMPTION_MB
617426,11014925308,102580000028088658,58694755,2024-02-06,819049,1123,In-Bundle,5285.477838516235
1374395,1107035384,116030000045517496,69141470,2023-11-27,819049,1123,In-Bundle,7821.018988609315
648279,1011011015008799,119180000028414666,59014311,2023-09-09,819049,1123,In-Bundle,4429.415804862976
3993739,1017911010356843,102552230004604420,2204604420,2024-10-19,819049,1123,In-Bundle,2741.7115755081177
917840,11012037462,104020000116791202,62788121,2023-06-03,819049,1123,In-Bundle,9986.793958663939
3180631,11059259435,130740000112088887,128161812,2025-03-28,819057,1123,In-Bundle,6446.4404191970825
1506392,1017911001949835,102350000048139670,70920125,2023-12-18,819049,1123,In-Bundle,7727.417909622192
718101,11015486596,103110000029522544,60068364,2023-08-09,819049,1123,In-Bundle,6514.298845291138
881420,11016427410,101400000032365732,62369544,2025-05-17,819051,1123,In-Bundle,9201.973035812378
1531209,1104569638,114670000048546141,71179064,2024-05-05,819049,1123,In-Bundle,10424.347078323364
1766899,1011011028026509,108240000056912599,74063584,2024-11-30,819051,1123,In-Bundle,2029.25878238678
509777,11014331442,100840000045618272,57144363,2025-02-06,819049,1123,In-Bundle,5887.613847732544
2790880,11046093412,125090000091033356,90925030,2023-11-14,819051,1123,In-Bundle,6780.189420700073
1522624,11023734642,110510000048462057,71105472,2024-05-24,460465743,1123,In-Bundle,3889.688435554504
4339158,1105980054,113832230006022385,2206022385,2024-06-29,819049,1123,In-Bundle,1499.6144275665283
2009094,11033504733,103370000066733158,76879329,2024-12-16,819049,1123,In-Bundle,11347.909567832947
2183547,1017911022349758,114430000072403462,79121486,2024-03-27,460465744,1123,In-Bundle,6722.158850669861
3499357,1101808144,114732230001852688,2201852688,2023-09-15,819049,1123,In-Bundle,1467.828335762024
1195517,1011011013669628,100480000040164693,66507894,2025-05-17,819049,1123,In-Bundle,6517.386752128601
4735618,1107544146,111382230007584899,2207584899,2024-04-28,819049,1123,In-Bundle,3899.903557777405
1471114,1011011023370381,122040000047604248,70522129,2024-02-26,819053,1123,In-Bundle,5904.395255088806
508370,11014321127,103560000026448820,57124462,2024-10-16,819053,1123,In-Bundle,1995.2773628234863
2715022,11044660940,126330000088783481,88866914,2024-07-20,819049,1123,In-Bundle,5257.036376953125
703011,11015413521,109930000029293250,59852836,2023-12-09,819053,1123,In-Bundle,5645.005306243896
3712310,1103219277,112192230003263241,2203263241,2024-11-13,460465743,1123,In-Bundle,6070.687073707581
367319,1017911012685087,104190000022851157,55340027,2025-03-22,819049,1123,In-Bundle,6076.149989128113
4025734,1104712439,112872230004755479,2204755479,2023-11-01,819049,1123,In-Bundle,3820.6678094863887
243907,1017911005136619,108890000046496331,53392142,2023-12-27,819053,1123,In-Bundle,2442.901076316833
949835,1011011016671403,103960000033229036,63096692,2024-10-26,819057,1123,In-Bundle,4279.0317516326895
2197903,1104347482,112080000072980456,79408489,2025-03-29,819049,1123,In-Bundle,27946.32678031921
2963926,1011011015819193,108670000099141869,96855798,2024-03-28,460465743,1123,In-Bundle,5329.53919506073
4489467,1106522612,111042230006564922,2206564922,2024-04-26,819049,1123,In-Bundle,5090.792112350464
2818246,11046614551,125290000091831715,91715757,2024-12-19,460465743,1123,In-Bundle,9270.18968296051
1028242,1011011017198093,107870000034476250,64054118,2024-03-06,819049,1123,In-Bundle,15586.540710449219
667733,1017911004704007,108790000028735594,59329774,2024-09-25,819049,1123,In-Bundle,6016.602638244629
3522298,1101923681,111132230001968160,2201968160,2024-01-21,819049,1123,In-Bundle,14814.632856369019
4277187,1105717084,112562230005759436,2205759436,2023-12-08,819049,1123,In-Bundle,7138.232451438904
920593,1011011007839638,100230000032874193,62819029,2024-09-13,460465743,1123,In-Bundle,24777.158599853516
1019188,11017094570,100930000034239266,63930324,2024-11-22,819049,1123,In-Bundle,2326.169834136963
656130,1011011012552745,109970000028537249,59164311,2024-06-22,819049,1123,In-Bundle,5904.915897369385
4527967,1106722427,111192230006764738,2206764738,2024-10-22,819049,1123,In-Bundle,10.307453155517578
1604253,1017911007431973,105930000049826889,72017348,2025-03-16,460465743,1123,In-Bundle,8552.677356719969
4552784,1106819675,111072230006861891,2206861891,2023-06-16,819049,1123,In-Bundle,5550.100069999695
1044678,1011011007364167,100550000034868226,64253956,2024-01-23,819049,1123,In-Bundle,1384.12966632843
1011276,1017911017032108,115110000034180960,63884018,2023-12-06,819053,1123,In-Bundle,2023.2854175567625
2691551,1011011037400776,116380000088105880,88230959,2023-08-23,460465743,1123,In-Bundle,3931.055150985718
2731458,1011011010068417,104570000089211788,89282775,2024-10-14,819053,1123,In-Bundle,5427.907632827759
4425416,1011011006941200,100962230006328968,2206328968,2024-09-14,819049,1123,In-Bundle,18486.18831253052
1026366,1011011017140818,106720000114605524,64029623,2023-08-16,819049,1123,In-Bundle,5887.5565242767325
4687330,1107349268,111400000046085726,2207390283,2024-08-05,819049,1123,In-Bundle,6387.510984420776
1028915,1011011003097881,106480000034487773,64066366,2024-12-19,819049,1123,In-Bundle,10275.488319396973
1414241,11022792945,114370000046420914,69723409,2024-03-02,819049,1123,In-Bundle,16524.425366401672
1911845,1011011030145867,118740000061041881,75726309,2024-09-30,819049,1123,In-Bundle,3589.293674468994
3583066,1102368408,112102230002412631,2202412631,2023-08-23,819051,1123,In-Bundle,9605.337388992308
1379636,1101448087,111750000045623488,69208982,2024-06-20,819057,1123,In-Bundle,4665.610780715942
1211219,11020441478,107350000040863777,66753640,2024-07-22,819055,1123,In-Bundle,10815.9620513916
2461163,1011011011066983,109490000081332499,82968363,2024-06-28,819049,1123,In-Bundle,4576.642075538635
1338587,1017911005939005,108930000044478332,68463960,2024-11-22,819049,1123,In-Bundle,5518.156789779663
1679377,1011011014498456,104290000054147876,73028848,2024-08-31,819049,1123,In-Bundle,7221.487682342529
1764289,11010511511,105620000056879823,74035910,2023-11-26,460467828,1123,In-Bundle,8935.955904960632
3534105,1102055517,113462230002099930,2202099930,2024-08-24,819049,1123,In-Bundle,2324.383130073548
762576,1106717611,114400000030291588,60712366,2024-04-11,819055,1123,In-Bundle,7235.184775352478
4215216,1105500005,113342230005542363,2205542363,2024-07-09,819049,1123,In-Bundle,7251.576979637147
1390097,11010017599,102860000045831168,69365048,2024-05-06,819053,1123,In-Bundle,685.7032470703125
1477089,11010951150,104280000047689542,70574404,2023-11-17,819049,1123,In-Bundle,5472.020252227783
2149615,11035741794,113280000071329128,78668234,2024-11-17,819049,1123,In-Bundle,5042.671811103821
4141438,1105164864,110962230005207859,2205207859,2024-11-11,819049,1123,In-Bundle,6853.700338363648
1116580,11018272649,112090000037081800,65332817,2024-06-14,819057,1123,In-Bundle,5544.125847816467
3904341,1104155062,113912230004198224,2204198224,2024-07-01,819049,1123,In-Bundle,231.90813541412356
3957931,1104382709,111012230004425832,2204425832,2024-11-18,819049,1123,In-Bundle,8993.500041007996
3594873,1102432361,116202230002476517,2202476517,2024-06-18,460465743,1123,In-Bundle,4825.545360565186
1959603,1011011011301682,107320000063445275,76362109,2025-03-05,460465744,1123,In-Bundle,7685.128472328186
666000,11015162312,112450000028700172,59308220,2024-07-23,819049,1123,In-Bundle,5737.721405982971
1344562,11022266168,115550000044709148,68615789,2023-06-05,819053,1123,In-Bundle,1935.9477081298828
3379310,1100889137,115962230000891889,2200891889,2025-01-08,819049,1123,In-Bundle,548.1827421188353
1089153,11018048991,115330000036491139,64895615,2024-06-10,819053,1123,In-Bundle,6308.65026473999
4221191,1105518442,113222230005560802,2205560802,2025-01-19,819049,1123,In-Bundle,10912.528963088987
2429107,1011011009356170,108120000080071815,82438102,2024-07-14,819049,1123,In-Bundle,12119.197253227232
3912192,1011011008550959,106232230004245591,2204245591,2023-06-18,460465743,1123,In-Bundle,3574.5641565322876
1151797,1017911010747203,106830000037872036,65791085,2024-05-08,819059,1123,In-Bundle,7316.590250968933
3788780,1103597174,115032230003640700,2203640700,2025-04-18,460465743,1123,In-Bundle,12562.326071739197
1787903,11028285913,110210000057479510,74303961,2024-10-24,819053,1123,In-Bundle,6014.2716608047485
1920369,11030251256,114690000061298067,75837984,2024-05-26,460465743,1123,In-Bundle,5490.8118019104
3259854,1011011002275938,101622130005146366,1205146366,2024-02-18,819002,1123,In-Bundle,4001.5629091262817
2775933,11045678052,124990000090305347,90319031,2024-07-20,819049,1123,In-Bundle,1019.3866777420044
6953,1011011007450798,110330000014772862,50048716,2023-06-09,819051,1123,In-Bundle,11436.954857826231
2030098,11034290477,118970000068003418,77165692,2025-01-16,819049,1123,In-Bundle,3498.1984844207764
1301433,1011011009788913,110360000043667582,67977267,2024-07-17,819055,1123,In-Bundle,20686.64927482605
1546177,11023920303,116530000048883981,71402485,2025-03-04,819049,1123,In-Bundle,1057.7479343414307
183955,1017911006443401,101800000018915354,52575843,2024-07-18,460465743,1123,In-Bundle,8257.869826316833
1821774,11029113502,122520000058918729,74784242,2024-11-27,819049,1123,In-Bundle,7823.9593296051025
1633169,11024635677,100900000050588993,72396733,2025-02-12,819049,1123,In-Bundle,4928.43164730072
3517812,1101907358,112602230001951838,2201951838,2023-12-05,819051,1123,In-Bundle,5158.289991378784
4308652,1105858600,113102230005900939,2205900939,2024-06-22,460465743,1123,In-Bundle,14394.4662399292
3495544,1101784665,112372230001829216,2201829216,2025-04-06,460477666,1123,In-Bundle,12492.684569358824
856012,1101822724,115530000031793558,61930027,2025-01-17,819059,1123,In-Bundle,9919.077523231506
3320622,1100518603,111992230000520686,2200520686,2024-09-14,460465743,1123,In-Bundle,14107.769674301147
4154591,1011011005405547,109312230005290875,2205290875,2024-05-07,460465743,1123,In-Bundle,5486.1492948532095
516364,1011011002811733,106190000026573777,57209565,2025-04-08,819049,1123,In-Bundle,6061.944249153137
997736,11017012466,103190000034013544,63743701,2023-12-12,819049,1123,In-Bundle,19035.720542907715
2098044,11035072648,111960000069773196,77909470,2024-10-31,819049,1123,In-Bundle,5268.425008773804
1954444,1011011007107096,108250000062449788,76269201,2024-08-28,819049,1123,In-Bundle,169.59580993652344
1405799,1011011003907360,106540000046211251,69602298,2023-10-31,460467828,1123,In-Bundle,2453.4701623916626
4031179,1104731586,111382230004774623,2204774623,2024-03-11,819049,1123,In-Bundle,3709.1512069702153
968963,1011011007442872,102270000033450170,63286048,2023-06-26,819049,1123,In-Bundle,1870.6514062881467
2508187,1017911005418710,108270000092223792,83919622,2023-09-23,819049,1123,In-Bundle,375.5216789245605
4266869,1105678191,111652230005720545,2205720545,2023-09-06,819057,1123,In-Bundle,7842.204005241394
816778,11016007971,112410000031151058,61391449,2024-08-18,819049,1123,In-Bundle,5417.146920204163
2670242,11044009692,124800000087690366,87850830,2024-02-18,819049,1123,In-Bundle,1067.853467941284
4843023,1011011008270487,107862230007993251,2207993251,2024-01-04,819049,1123,In-Bundle,7467.102944374084
205632,1011011011135667,101340000019275801,52823379,2025-01-18,819049,1123,In-Bundle,3968.0155324935913
897877,1102346600,114290000032532184,62533328,2025-01-29,819049,1123,In-Bundle,3623.232591629028
732009,1102227967,115460000029810276,60345038,2024-06-03,819049,1123,In-Bundle,3225.031349182129
2589286,11042570627,121780000085213436,85839246,2024-02-19,819049,1123,In-Bundle,9972.486680984495
4457697,1106413698,111742230006456017,2206456017,2024-09-03,460467828,1123,In-Bundle,9184.497353553774
3225392,1011011010527639,110060000118120679,133210456,2025-03-06,460465745,1123,In-Bundle,4589.404088020325
1266971,11021380468,116600000042694277,67443779,2024-03-24,819053,1123,In-Bundle,16025.54707622528
3796774,1103623336,114152230003666832,2203666832,2024-10-22,819049,1123,In-Bundle,3782.6452093124394
4753482,1107583617,112912230007624357,2207624357,2024-08-30,819049,1123,In-Bundle,5416.965361595154
279410,11011835791,109490000020862477,53920121,2024-02-13,819049,1123,In-Bundle,4014.0416688919063
1191113,1017911008721349,104450000039968619,66446303,2023-09-29,819051,1123,In-Bundle,10359.171092033386
3203124,11061479844,110830000114465948,130442101,2025-02-24,819057,1123,In-Bundle,3565.3901443481445
2795061,11041801035,114790000091131676,91013344,2024-01-10,819053,1123,In-Bundle,1756.904863357544
3003385,11052643314,135570000101169930,98405363,2025-05-24,819057,1123,In-Bundle,35.706281661987305
1146108,11018632995,109540000037714142,65705507,2024-02-15,819049,1123,In-Bundle,8401.254648208618
1596627,1011011024218016,120700000049712714,71957356,2023-12-21,819049,1123,In-Bundle,8374.807507514954
4058688,1104823971,112852230004866989,2204866989,2023-09-09,819051,1123,In-Bundle,10483.32684612274
805787,11015933788,114380000030894767,61194293,2024-12-09,819049,1123,In-Bundle,7781.5679931640625
4334285,1105964834,114132230006007165,2206007165,2024-04-08,819049,1123,In-Bundle,1877.5078992843628
1981953,11011390062,101360000064850012,76526460,2025-03-29,460465743,1123,In-Bundle,2854.279359817505
3687045,1103048615,116342230003092621,2203092621,2025-02-25,819049,1123,In-Bundle,564.038122177124
1345847,11022278175,113970000044723068,68627521,2024-07-31,819049,1123,In-Bundle,2210.7561044692998
3861498,1103929187,111190000023351115,2203972491,2023-10-04,460005075,1123,In-Bundle,102.0
3158119,11058264911,136180000110449396,126462859,2024-11-20,819051,1123,In-Bundle,3840.0371837615967
2840066,11009461353,107090000109478298,92424567,2025-04-13,819049,1123,In-Bundle,2071.5721969604488
4874345,1108088267,113462230008124169,2208124169,2023-11-16,819049,1123,In-Bundle,4407.619144439696
2642876,11027429208,108630000086972983,87210393,2024-08-01,819049,1123,In-Bundle,6109.265034675598
3698179,1103131273,112592230003175262,2203175262,2023-07-04,819049,1123,In-Bundle,895.4409790039062
1058647,11016581120,104600000035906655,64480442,2023-08-16,819049,1123,In-Bundle,3472.8087768554688
3807908,1103663127,111952230003706608,2203706608,2025-02-28,819049,1123,In-Bundle,9299.896909713743
4392973,1106166576,114052230006208903,2206208903,2024-12-16,460465743,1123,In-Bundle,10483.152154922484
1325659,11022053423,114000000044126989,68260033,2024-02-01,819051,1123,In-Bundle,10514.611722946165
843818,11016189338,101170000031619049,61769798,2024-08-24,819049,1123,In-Bundle,4668.57333946228
3109158,1011011006925695,110230000106571296,123309241,2025-03-16,819051,1123,In-Bundle,16851.88609790802
2779971,1105779782,113140000090410938,90407172,2025-03-17,819049,1123,In-Bundle,5510.078387260437
3162748,1017911021635833,115530000110736264,126727646,2025-03-20,460465745,1123,In-Bundle,21622.95499229431
1460205,11023315547,112650000047449738,70412860,2024-07-25,819049,1123,In-Bundle,6084.230609893799
3835274,1011011006210696,107872230003844088,2203844088,2024-02-04,819049,1123,In-Bundle,10624.539982795715
4229185,1105543475,116142230005585837,2205585837,2023-09-27,819049,1123,In-Bundle,6801.524131774902
931279,11016649951,118920000033032935,62957009,2025-03-29,819049,1123,In-Bundle,5486.735216140747
3373621,1100863253,113322230000866141,2200866141,2025-01-30,460465743,1123,In-Bundle,2179.8115587234497
779094,1011011015833062,104550000030534632,60919516,2024-12-27,819049,1123,In-Bundle,1467.5941219329832
3485899,1101735949,116082230001780508,2201780508,2023-07-26,819049,1123,In-Bundle,5043.856328010559
3055568,1017911054258414,135740000103613532,120560484,2024-12-10,819049,1123,In-Bundle,5074.75278377533
2540325,1017911035500726,122340000083643248,84589748,2023-10-27,819055,1123,In-Bundle,9149.797392845152
581904,1011011008365135,102230000027497617,58137579,2024-07-07,819057,1123,In-Bundle,6553.469564437865
437570,1011011013119558,100360000023948687,56156055,2023-06-20,819049,1123,In-Bundle,6194.265972137451
755623,11015712592,106160000030167464,60613389,2023-10-11,819053,1123,In-Bundle,13040.737830162048
2075389,11034872543,113100000069273592,77694139,2024-01-10,819049,1123,In-Bundle,2872.786419868469
1163686,11019213429,114740000038609822,66050649,2023-09-06,819049,1123,In-Bundle,11665.982354164124
4526316,1106715062,113912230006757373,2206757373,2025-03-01,819053,1123,In-Bundle,9061.708752632141
3350150,1100730020,111522230000732396,2200732396,2023-10-13,819049,1123,In-Bundle,602.2016935348511
206978,11011154430,100630000019313781,52854374,2024-02-09,819049,1123,In-Bundle,6232.750357627869
1546463,11023920365,120450000048886918,71402593,2024-05-14,819049,1123,In-Bundle,623.162317276001
1591468,11024174603,119310000049615381,71908076,2025-01-17,819049,1123,In-Bundle,4950.616072654724
1481739,1017911007192367,101480000047760822,70629255,2024-03-20,819049,1123,In-Bundle,10641.62830543518
1127266,11018300913,112030000037196314,65426214,2024-08-06,819049,1123,In-Bundle,4048.0075712203975
370297,1011011012644881,110910000022877759,55375045,2024-08-26,460465743,1123,In-Bundle,7675.048079490661
3184282,1011011043190206,124870000112470527,128479630,2025-05-20,460465743,1123,In-Bundle,5954.974925994873
1645058,11025117014,112440000051330510,72523728,2025-03-07,819049,1123,In-Bundle,3388.663910865784
1172271,11019372752,117490000038910691,66154368,2023-10-17,819053,1123,In-Bundle,6313.03521156311
972532,11016850515,101540000033538851,63360907,2023-11-17,819049,1123,In-Bundle,6430.363089561462
4042395,1104776921,112152230004819955,2204819955,2023-10-07,819049,1123,In-Bundle,1396.5230293273924
2612900,1011011021869839,118780000085868507,86332953,2025-05-02,460467831,1123,In-Bundle,18714.23286342621
4779645,1107687762,113412230007728467,2207728467,2024-10-05,819049,1123,In-Bundle,2354.3605022430415
918942,11016597960,101270000032876223,62813234,2023-10-29,819049,1123,In-Bundle,2953.4357891082764
2866229,1011011037671410,122650000093488128,93257104,2025-03-29,819049,1123,In-Bundle,2174.662889480591
2438447,11040051782,114570000080625407,82621184,2024-03-15,819049,1123,In-Bundle,3620.8630056381226
4087400,1104957958,112922230005000966,2205000966,2023-07-03,819049,1123,In-Bundle,6513.985317230225
1183405,1107693963,115420000039663344,66346960,2025-01-16,819049,1123,In-Bundle,4000.36185836792
3711332,1103213444,115232230003257408,2203257408,2024-02-17,460465743,1123,In-Bundle,10771.843176841736
3382145,1011011002015808,102652230000965258,2200965258,2025-05-16,460465743,1123,In-Bundle,3944.873032569885
587879,11014718980,103130000027581679,58208422,2023-09-22,819057,1123,In-Bundle,4132.370323181152
193968,11011071100,107670000019121114,52712276,2024-05-27,819049,1123,In-Bundle,408.42530536651606
1260405,1011011021255215,118930000042403030,67342002,2025-05-24,819049,1123,In-Bundle,6001.139590263368
3072677,11054973179,134520000104643745,121506244,2025-03-11,819049,1123,In-Bundle,3469.6053886413574
303697,1011011012056052,115920000021441461,54291187,2024-11-20,819049,1123,In-Bundle,6802.868631362915
2270703,11037761955,116580000075801786,80251174,2024-05-22,819049,1123,In-Bundle,7055.613847732544
4282714,1105742664,112582230005785012,2205785012,2024-01-12,460465743,1123,In-Bundle,11902.339208602903
1488448,1011011013199086,108130000047858802,70704015,2024-06-25,819053,1123,In-Bundle,11882.855199813843
4392443,1106164627,114562230006206954,2206206954,2024-12-09,460465743,1123,In-Bundle,5059.764052391052
1677053,11026716371,104520000054099952,73012561,2024-03-27,819053,1123,In-Bundle,10534.069125175476
557026,11014538609,100010000027086715,57741197,2024-10-09,819049,1123,In-Bundle,6234.734877586365
531740,1017911004672957,105200000026768235,57423041,2025-04-10,819049,1123,In-Bundle,8749.966263771057
182834,11010954524,106180000018862918,52542044,2024-12-31,819053,1123,In-Bundle,3406.0119132995605
679969,1017911011033564,109470000028864332,59448567,2024-12-17,819049,1123,In-Bundle,407.13178443908686
77734,11009950628,108790000016735830,51176181,2024-11-07,819053,1123,In-Bundle,7233.0838098526
3066172,11054622570,135290000104233492,121082531,2025-02-18,460465743,1123,In-Bundle,3388.8486471176147
2089745,1011011007466987,105190000069630704,77834856,2024-05-22,819053,1123,In-Bundle,4473.743692398071
944432,1017911004524033,102550000033194516,63072264,2025-02-03,819049,1123,In-Bundle,3018.8995485305786
924713,11016639308,115080000032955904,62882261,2024-12-24,819049,1123,In-Bundle,4674.0892333984375
899427,11016504108,105730000032541304,62543272,2023-09-25,819049,1123,In-Bundle,9756.185677528381
2044740,1104424887,114660000068434100,77346854,2024-08-06,819053,1123,In-Bundle,2467.090240478516
3538959,1011011003809778,107392230002123282,2202123282,2025-03-01,460465743,1123,In-Bundle,2945.8175430297847
2179286,1017911006518700,104940000072334034,79073995,2025-01-02,819053,1123,In-Bundle,2335.380845069885
1751504,11027861771,117450000056609667,73894846,2024-08-05,819049,1123,In-Bundle,7040.68736743927
4565489,1011011002786208,105322230006898060,2206898060,2023-09-17,460465743,1123,In-Bundle,3016.5511178970337
2871531,1011011026320468,111840000093776781,93451947,2024-03-20,460465743,1123,In-Bundle,3632.470303535461
924244,11016639308,115080000032955904,62882261,2023-09-12,819049,1123,In-Bundle,5230.880848884583
4410755,1106226092,113142230006268413,2206268413,2025-04-09,819049,1123,In-Bundle,4343.825505256653
2289015,11036806979,119480000111375938,80499288,2024-05-18,819049,1123,In-Bundle,17112.3987493515
1255980,1011011021218121,114320000042344324,67302798,2025-04-25,819049,1123,In-Bundle,7605.509380340576
1081527,11018015380,110070000036367034,64793772,2023-12-28,460465745,1123,In-Bundle,7586.826668739319
3248272,1011011007147001,109980000031762172,1202386176,2023-09-12,819049,1123,In-Bundle,8826.844346046446
2575746,11042320826,121270000084809858,85451739,2025-01-31,819049,1123,In-Bundle,964.3212127685546
4742491,1107559904,112422230007600644,2207600644,2024-01-27,460465744,1123,In-Bundle,9738.998133659361
839332,1017911016166330,120140000031547338,61716824,2023-10-14,819049,1123,In-Bundle,9656.45867538452
2831624,11046404398,127770000092160337,92050216,2025-02-18,819049,1123,In-Bundle,1474.6421766281128
1731316,11027559964,118540000055945315,73600314,2025-01-16,819053,1123,In-Bundle,7721.155604362486
3051082,1011011017195024,117980000103367104,120274912,2024-08-19,819049,1123,In-Bundle,6319.516914367676
28773,1011011008214218,102830000015404972,50392774,2024-10-14,819049,1123,In-Bundle,3298.909207344055
1522992,1017911005684704,108350000048467804,71108553,2023-07-01,819049,1123,In-Bundle,8346.206583976746
3689737,1103076401,111972230003120404,2203120404,2024-11-18,819049,1123,In-Bundle,2308.902879714966
3017211,1011011051977862,135710000101825282,98970203,2024-06-29,819049,1123,In-Bundle,2272.437848091125
1598850,11024219837,117960000049751004,71973835,2024-12-07,819049,1123,In-Bundle,1322.7014904022217
2271376,11037836460,118930000075905387,80261789,2024-04-27,819053,1123,In-Bundle,4438.870369911194
4184792,1105372771,111032230005415140,2205415140,2025-03-09,819051,1123,In-Bundle,8987.61517238617
1843594,11029467302,115090000059552892,75028354,2024-10-21,819049,1123,In-Bundle,5318.596483230591
3129489,1011011001887368,107190000108351633,124754364,2024-11-17,819057,1123,In-Bundle,5652.508550643921
788291,11015863036,108750000030623597,60988475,2024-05-03,819049,1123,In-Bundle,10416.969043731688
3613410,1017911004469500,107312230002578378,2202578378,2023-08-23,819051,1123,In-Bundle,9934.670565605165
1272212,1017911012954709,114250000042807090,67511324,2024-05-14,819049,1123,In-Bundle,5357.231725692749
1556394,1017911022825765,117630000091584369,71480006,2024-08-18,819049,1123,In-Bundle,4721.362999916077
1317217,11021966712,120430000043932176,68128417,2024-10-05,819049,1123,In-Bundle,15.019174575805664
152185,1011011009523993,107290000018286057,52150562,2023-09-08,819053,1123,In-Bundle,0.0198450088500976
3987602,1104536815,113942230004579886,2204579886,2024-11-30,819049,1123,In-Bundle,7507.853062629699
3450091,1011011009908661,109162230001537280,2201537280,2023-10-30,819051,1123,In-Bundle,6900.842953681946
1910867,11030157158,120460000061017275,75716373,2024-01-30,819051,1123,In-Bundle,13710.208031654356
1612533,11024336243,116470000049990933,72144181,2023-07-22,819049,1123,In-Bundle,11747.693782806396
4108465,1105056332,111822230005099337,2205099337,2025-04-02,819049,1123,In-Bundle,10455.029561042784
1075022,1017911003009824,100220000036152362,64664329,2024-10-20,819049,1123,In-Bundle,8501.091164588928
3196762,10110111022930657,110870000113461108,129541133,2025-01-04,460465743,1123,In-Bundle,3862.326549530029
208324,11011163386,109710000019337349,52868650,2025-02-17,819049,1123,In-Bundle,10732.287386894226
4198475,1105433674,112922230005476037,2205476037,2024-05-20,460465743,1123,In-Bundle,13765.288374900816
